Región,Proveedor,PA,Nombre,Provincia,Distrito,Corregimiento,Data (GB),Estado
1,C&W Panamá,306,C.E.B.G. Mercedes A. de Tristán,Veraguas,La Mesa,San Bartolo,75,Normal
1,C&W Panamá,307,Esc. El Marañón,Veraguas,La Mesa,San Bartolo,62,Normal
1,C&W Panamá,308,Esc. El Rincón,Veraguas,Las Palmas,El Rincón,226,Fuerza Mayor
1,C&W Panamá,309,I.P.T. El Rincón,Veraguas,Las Palmas,El Rincón,21,Fuerza Mayor
1,C&W Panamá,311,Esc. José A. Ruiz,Veraguas,Las Palmas,Las Palmas,12,Normal
1,C&W Panamá,312,I.P.T. Las Palmas,Veraguas,Las Palmas,Las Palmas,145,Normal
1,C&W Panamá,314,Esc. Torio,Veraguas,Mariato,Mariato,16,Normal
1,C&W Panamá,315,C.E.B.G. Loma de Quebro,Veraguas,Mariato,Quebro,84,Normal
1,C&W Panamá,316,Esc. Quebro,Veraguas,Mariato,Quebro,181,Normal
1,C&W Panamá,317,Esc. Adolfo José Fábrega,Veraguas,Montijo,Montijo,20,Normal
1,C&W Panamá,318,Esc. El Pilón,Veraguas,Montijo,Montijo,186,Normal
1,C&W Panamá,319,C.E.B.G. Rogelio E. Nurse,Veraguas,San Francisco,Remance,0,Fuerza Mayor
1,C&W Panamá,320,C.E.B.G. Pedro Arrocha Graell,Veraguas,San Francisco,San Francisco de la Montaña,1,Normal
1,C&W Panamá,321,C.E.B.G. San José Nº 2,Veraguas,San Francisco,San José,108,Normal
1,C&W Panamá,322,Belisario Villar,Veraguas,Santiago,Canto del Llano,4,Normal
1,C&W Panamá,323,CEBG Rubén Darío - Canto del Llano,Veraguas,Santiago,Canto del Llano,27,Normal
1,C&W Panamá,324,Centro de Salud del Canto del Llano,Veraguas,Santiago,Canto del Llano,52,Normal
1,C&W Panamá,325,E.S.N.O. de Veraguas,Veraguas,Santiago,Canto del Llano,5,Normal
1,C&W Panamá,326,I.P.T. de Veraguas,Veraguas,Santiago,Canto del Llano,33,Normal
1,C&W Panamá,327,INADEH Canto del Llano,Veraguas,Santiago,Canto del Llano,79,Normal
1,C&W Panamá,329,MIDES Canto del Llano,Veraguas,Santiago,Canto del Llano,36,Normal
1,C&W Panamá,330,Universidad Canto del Llano,Veraguas,Santiago,Canto del Llano,0,Normal
1,C&W Panamá,331,Villa Universitaria Canto del Llano,Veraguas,Santiago,Canto del Llano,0,Normal
1,C&W Panamá,332,Esc. José de Los S. Gutiérrez,Veraguas,Santiago,Carlos Santana Ávila,119,Normal
1,C&W Panamá,333,Esc. Juana B. Macías,Veraguas,Santiago,Carlos Santana Ávila,3,Normal
1,C&W Panamá,334,Esc. República de Oliver Alemán,Veraguas,Santiago,Carlos Santana Ávila,67,Normal
1,C&W Panamá,335,P.C. La Inmaculda Concepción,Veraguas,Santiago,Carlos Santana Ávila,0,Fuerza Mayor
1,C&W Panamá,336,C.E.B.G. Martín Grande,Veraguas,Santiago,Edwin Fábrega,2,Normal
1,C&W Panamá,337,Esc. Quebrada. Honda,Veraguas,Santiago,Edwin Fábrega,96,Normal
1,C&W Panamá,338,P.C. Margarito Mojica,Veraguas,Santiago,La Colorada,1,Fuerza Mayor
1,C&W Panamá,339,Colegio Secundario La Peña,Veraguas,Santiago,La Peña,1,Normal
1,C&W Panamá,340,Esc. Agustín Pérez Colmenares,Veraguas,Santiago,La Peña,77,Normal
1,C&W Panamá,341,Esc. La Coloradita de la Peña,Veraguas,Santiago,La Peña,159,Normal
1,C&W Panamá,342,Esc. Los Algarrobos,Veraguas,Santiago,La Peña,29,Normal
1,C&W Panamá,344,C.E.B.G. Cañazas Abajo,Veraguas,Santiago,La Raya de Santa María,139,Normal
1,C&W Panamá,345,Esc. El Pedernal,Veraguas,Santiago,La Raya de Santa María,0,Fuerza Mayor
1,C&W Panamá,346,Esc. La Raya de Sta. María,Veraguas,Santiago,La Raya de Santa María,28,Normal
1,C&W Panamá,347,Esc. SAN PEDRO DEL ESPINO,Veraguas,Santiago,Los Algarrobos,99,Normal
1,C&W Panamá,348,Esc. El Embalsadero,Veraguas,Santiago,Los Algarrobos,6,Fuerza Mayor
1,C&W Panamá,349,Esc. El Llanillo,Veraguas,Santiago,Los Algarrobos,175,Normal
1,C&W Panamá,350,Esc. La Corocita.,Veraguas,Santiago,Los Algarrobos,88,Normal
1,C&W Panamá,351,Esc. Pacora,Veraguas,Santiago,Los Algarrobos,110,Normal
1,C&W Panamá,352,Esc. Guayaquil,Veraguas,Santiago,San Martín de Porres,90,Normal
1,C&W Panamá,353,Esc. Punta Delgadita,Veraguas,Santiago,San Martín de Porres,130,Normal
1,C&W Panamá,354,Esc. Rómulo Arrocha,Veraguas,Santiago,San Martín de Porres,166,Normal
1,C&W Panamá,355,Esc. San Martín de Porres,Veraguas,Santiago,San Martín de Porres,53,Normal
1,C&W Panamá,356,Inst. Urracá,Veraguas,Santiago,San Martín de Porres,1,Normal
1,C&W Panamá,357,Anexa El Canada,Veraguas,Santiago,Santiago Apóstol,15,Normal
1,C&W Panamá,358,Area frente a la Gobernación Santiago,Veraguas,Santiago,Santiago Apóstol,1,Normal
1,C&W Panamá,362,Centro de Salud de Santiago,Veraguas,Santiago,Santiago Apóstol,31,Normal
1,C&W Panamá,363,Direccion Regional del MEDUCA (Mercado Público Municipal),Veraguas,Santiago,Santiago Apóstol,50,Normal
1,C&W Panamá,364,Esc. José Santos Puga,Veraguas,Santiago,Santiago Apóstol,2,Normal
1,C&W Panamá,365,Esc. Juan D. Arosemena 1,Veraguas,Santiago,Santiago Apóstol,0,Normal
1,C&W Panamá,366,Esc. Juan D. Arosemena # 2,Veraguas,Santiago,Santiago Apóstol,70,Normal
1,C&W Panamá,367,Esc. La Primavera,Veraguas,Santiago,Santiago Apóstol,3,Normal
1,C&W Panamá,368,Esc. Manuel H. Perez,Veraguas,Santiago,Santiago Apóstol,0,Normal
1,C&W Panamá,369,IFARHU Santiago,Veraguas,Santiago,Santiago Apóstol,21,Normal
1,C&W Panamá,370,Inst. Profesional y Tecnico Omar Torrijos,Veraguas,Santiago,Santiago Apóstol,34,Normal
1,C&W Panamá,371,IPHE Santiago,Veraguas,Santiago,Santiago Apóstol,4,Normal
1,C&W Panamá,374,Parque Central Santiago,Veraguas,Santiago,Santiago Apóstol,27,Fuerza Mayor
1,C&W Panamá,375,Policlínica de la Caja de Seguro Social Santiago,Veraguas,Santiago,Santiago Apóstol,85,Normal
1,C&W Panamá,376,Terminal de Transporte Santiago,Veraguas,Santiago,Santiago Apóstol,20,Normal
1,C&W Panamá,377,C.O.I.F. CALLE PRIMERA,Veraguas,Santiago,Santiago Apóstol,4,Normal
1,C&W Panamá,378,C.E.B.G. Bolívar,Veraguas,Soná,El Marañón,113,Normal
1,C&W Panamá,379,Esc. Cerro Largo.,Veraguas,Soná,El Marañón,9,Normal
1,C&W Panamá,380,Esc. Isabel Arosemena de Ábrego,Veraguas,Soná,El Marañón,53,Normal
1,C&W Panamá,381,C.E. Dr. Ricardo Martinelli P.,Veraguas,Soná,Guarumal,114,Normal
1,C&W Panamá,382,Esc. La Trinchera,Veraguas,Soná,Guarumal,71,Normal
1,C&W Panamá,383,C.E.B.G. El Hicaco,Veraguas,Soná,Río Grande,54,Normal
1,C&W Panamá,384,Colegio Eduardo Sánchez Díaz,Veraguas,Soná,Río Grande,3,Fuerza Mayor
1,C&W Panamá,385,Esc. SANTA CATALINA,Veraguas,Soná,Río Grande,0,Fuerza Mayor
1,C&W Panamá,386,Esc. Julieta de Duarte,Veraguas,Soná,Río Grande,139,Normal
1,C&W Panamá,387,Esc. Madre Vieja,Veraguas,Soná,Río Grande,195,Normal
1,C&W Panamá,390,Biblioteca Pública Jacinto Velásquez,Veraguas,Soná,Soná,0,Normal
1,C&W Panamá,392,Correos Nacionales Soná,Veraguas,Soná,Soná,39,Normal
1,C&W Panamá,393,Esc. José Bonifacio Alvarado,Veraguas,Soná,Soná,0,Normal
1,C&W Panamá,395,Esc. San José,Veraguas,Soná,Soná,51,Normal
1,C&W Panamá,396,Hospital Regional de Salud Soná,Veraguas,Soná,Soná,104,Normal
1,C&W Panamá,397,IPHE Soná,Veraguas,Soná,Soná,92,Normal
1,C&W Panamá,400,MIDES Soná,Veraguas,Soná,Soná,59,Normal
1,C&W Panamá,402,Municipio de Soná,Veraguas,Soná,Soná,27,Normal
1,C&W Panamá,403,Parque Centenario Soná,Veraguas,Soná,Soná,26,Normal
1,C&W Panamá,407,Terminal de Pasajeros de Soná,Veraguas,Soná,Soná,83,Normal
1,C&W Panamá,408,Universidad de Panamá Soná,Veraguas,Soná,Soná,13,Normal
2,Liberty Technologies,409,Area frente al Ministerio de Desarrollo Social Barrio Norte,Colón,Colón,Barrio Norte,680,Normal
2,Liberty Technologies,410,Biblioteca Pública Mateo Iturralde CENTRO ACP,Colón,Colón,Barrio Norte,308,Normal
2,Liberty Technologies,411,Carlos Clement-Barrio Norte,Colón,Colón,Barrio Norte,69,Normal
2,Liberty Technologies,413,Centro de Aprendizaje TIC`s MINISTERIO DE SEGURIDAD,Colón,Colón,Barrio Norte,186,Fuerza Mayor
2,Liberty Technologies,414,Colegio José Guardia Vega-Barrio Norte,Colón,Colón,Barrio Norte,0,Normal
2,Liberty Technologies,417,Esc. Republica del Paraguay,Colón,Colón,Barrio Norte,72,Normal
2,Liberty Technologies,419,Inst. Panameño de Rehabilitacion,Colón,Colón,Barrio Norte,21,Normal
2,Liberty Technologies,420,Inst. Rufo A. Gray-Barrio Norte,Colón,Colón,Barrio Norte,7,Normal
2,Liberty Technologies,421,Juan A. Henriquez-Barrio Norte,Colón,Colón,Barrio Norte,305,Normal
2,Liberty Technologies,428,Hospital Amador Guerrero,Colón,Colón,Barrio Sur,256,Normal
2,Liberty Technologies,429,Iglesia San Jose,Colón,Colón,Barrio Sur,173,Normal
2,Liberty Technologies,433,Terminal de Transporte de Panamá- Colón (Esc. En Busca de un Mañana),Colón,Colón,Barrio Sur,136,Normal
2,Liberty Technologies,434,C.E.B.G. Elisa Vda. de Garrido,Colón,Colón,Buena Vista,39,Normal
2,Liberty Technologies,435,Esc. Altos de Divisa,Colón,Colón,Buena Vista,248,Normal
2,Liberty Technologies,436,Esc. La Coclesana,Colón,Colón,Buena Vista,191,Normal
2,Liberty Technologies,438,Esc. Quebrada Bonita Nº 1,Colón,Colón,Buena Vista,458,Normal
2,Liberty Technologies,439,Esc. Peñas Blancas,Colón,Colón,Buena Vista,583,Normal
2,Liberty Technologies,440,Policía Nacional Buena Vista,Colón,Colón,Buena Vista,81,Normal
2,Liberty Technologies,441,C.E.B.G. Manuel Urbano Ayarza,Colón,Colón,Cativá,353,Normal
2,Liberty Technologies,442,Esc. La Represa,Colón,Colón,Cativá,210,Normal
2,Liberty Technologies,443,I.P.T. de Colón,Colón,Colón,Cativá,274,Normal
2,Liberty Technologies,444,Colegio Abel Bravo,Colón,Colón,Cristóbal,0,Normal
2,Liberty Technologies,445,C.E.B.G. Luis Jimenez,Colón,Colón,Puerto Pilón,56,Normal
2,Liberty Technologies,446,Esc. VILLA ALONDRA,Colón,Colón,Puerto Pilón,243,Normal
2,Liberty Technologies,447,Junta Comunal de Puerto Pilón (Parque de Las Madres),Colón,Colón,Puerto Pilón,55,Fuerza Mayor
2,Liberty Technologies,448,Parque público junto a la Iglesia Sagrada Familia de Nazaret en Puerto Pilón (Gimnasio Puerto Pilón),Colón,Colón,Puerto Pilón,260,Normal
2,Liberty Technologies,450,Esc. Felipe Salabarria Mesa,Colón,Colón,Sabanitas,1000,Normal
2,Liberty Technologies,451,Esc. Santa Rita Arriba,Colón,Colón,Sabanitas,549,Normal
2,Liberty Technologies,452,Esc. Crispino Ceballos,Colón,Colón,Sabanitas,93,Normal
2,Liberty Technologies,453,Esc. Marco Ramón Vásquez,Colón,Colón,Sabanitas,2,Normal
2,Liberty Technologies,454,Inst. Benigno Jimenez,Colón,Colón,Sabanitas,263,Normal
2,Liberty Technologies,455,Junta Comunal de Sabanitas,Colón,Colón,Sabanitas,203,Normal
2,Liberty Technologies,456,Policlinica Hospital de Sabanitas,Colón,Colón,Sabanitas,128,Normal
2,Liberty Technologies,457,Col. Secundario Gatuncillo,Colón,Colón,San Juan,0,Normal
2,Liberty Technologies,458,Corregiduría San juan,Colón,Colón,San Juan,37,Normal
2,Liberty Technologies,459,Esc. Dr. Augusto S. Boyd Nº 2,Colón,Colón,San Juan,396,Normal
2,Liberty Technologies,460,Esc. Nvo. Vigía,Colón,Colón,San Juan,471,Normal
2,Liberty Technologies,461,POLICLÍNICA NUEVO SAN JUAN,Colón,Colón,San Juan,210,Normal
2,Liberty Technologies,462,Parque Central María Chiquita,Colón,Portobelo,María Chiquita,491,Normal
2,Liberty Technologies,463,Esc. Buenaventura,Colón,Portobelo,San Felipe de Portobelo,91,Normal
2,Liberty Technologies,464,Municipio Portobelo,Colón,Portobelo,San Felipe de Portobelo,64,Normal
2,Liberty Technologies,465,Parque de la Iglesia,Colón,Portobelo,San Felipe de Portobelo,192,Normal
2,Liberty Technologies,467,Esc. Alto Playón,Comarca Emberá-Wounaan,Cémaco,Lajas Blancas,168,Normal
2,Liberty Technologies,468,Esc. Río Tuqueza,Comarca Emberá-Wounaan,Cémaco,Lajas Blancas,199,Normal
2,Liberty Technologies,470,Esc. Arcadio Martínez,Comarca Guna Yala,Comarca Guna Yala,Tubualá,289,Normal
2,Liberty Technologies,471,Esc. Nabagandi,Comarca Guna Yala,Comarca Guna Yala,Tubualá,0,Fuerza Mayor
2,Liberty Technologies,472,Parque Comunidad MULADUP,Comarca Guna Yala,Comarca Guna Yala,Tubualá,241,Normal
2,Liberty Technologies,473,Parque Comunidad Sasardi,Comarca Guna Yala,Comarca Guna Yala,Tubualá,155,Normal
2,Liberty Technologies,474,Esc. Agua Fría Nº 1,Darien,Chepigana,Agua Fría,110,Normal
2,Liberty Technologies,475,Esc. Agua Fría Nº 2,Darien,Chepigana,Agua Fría,669,Normal
2,Liberty Technologies,476,Esc. El Tirado,Darien,Chepigana,Agua Fría,959,Normal
2,Liberty Technologies,477,Centro de Alcance Positivo Garachine,Darien,Chepigana,Garachiné,221,Normal
2,Liberty Technologies,478,Centro de Alcance Positivo Jaque,Darien,Chepigana,Jaqué,148,Normal
2,Liberty Technologies,482,Centro de Alcance Positivo La Palma,Darien,Chepigana,La Palma,204,Normal
2,Liberty Technologies,483,Hospital de la Palma,Darien,Chepigana,La Palma,289,Normal
2,Liberty Technologies,484,I.P.T. Alejandro Castillo,Darien,Chepigana,La Palma,209,Normal
2,Liberty Technologies,485,Juzgado Municipal La Palma,Darien,Chepigana,La Palma,49,Normal
2,Liberty Technologies,486,Mercado Público La Palma,Darien,Chepigana,La Palma,803,Normal
2,Liberty Technologies,489,Parque,Darien,Chepigana,La Palma,164,Fuerza Mayor
2,Liberty Technologies,490,Universidad Nacional,Darien,Chepigana,La Palma,249,Normal
2,Liberty Technologies,491,Centro de Alcance Positivo Sambú,Darien,Chepigana,Sambú,219,Normal
2,Liberty Technologies,492,CENTRO EDUCATIVO SECUNDARIO ZAPALLAL,Darien,Chepigana,Santa Fe,38,Normal
2,Liberty Technologies,493,Esc. El Zapallal,Darien,Chepigana,Santa Fe,310,Normal
2,Liberty Technologies,494,Esc. GERARDO BACORIZO,Darien,Chepigana,Santa Fe,1185,Normal
2,Liberty Technologies,495,Esc. La Cantera,Darien,Chepigana,Santa Fe,230,Normal
2,Liberty Technologies,497,Esc. Sta. Fe,Darien,Chepigana,Santa Fe,70,Normal
2,Liberty Technologies,498,Esc. Zimba,Darien,Chepigana,Santa Fe,123,Normal
2,Liberty Technologies,499,Area frente al MIDES,Darien,Pinogana,Metetí,90,Normal
2,Liberty Technologies,500,C.E.B.G. Marcos A. Alarcon P.,Darien,Pinogana,Metetí,74,Normal
2,Liberty Technologies,504,Esc. Canglon (Instituto Forestal Agropecuario de Darién),Darien,Pinogana,Metetí,34,Fuerza Mayor
2,Liberty Technologies,505,Hospital de Meteti,Darien,Pinogana,Metetí,75,Normal
2,Liberty Technologies,506,IPHE Metetí,Darien,Pinogana,Metetí,124,Normal
2,Liberty Technologies,508,Municipio de Metetí,Darien,Pinogana,Metetí,128,Normal
2,Liberty Technologies,509,Parque Comunitario - cancha de baloncesto y futbol,Darien,Pinogana,Metetí,327,Normal
2,Liberty Technologies,512,Servicio Nacional de Fronteras - Candela,Darien,Pinogana,Metetí,351,Normal
2,Liberty Technologies,513,Terminal de Transporte Metetí,Darien,Pinogana,Metetí,22,Normal
2,Liberty Technologies,514,Area frente al Ministerio de Desarrollo Social Chepo,Panamá,Chepo,San Cristóbal de Chepo,172,Normal
2,Liberty Technologies,515,C.E.B.G. Clímaco Delgado B.,Panamá,Chepo,Cañita,95,Normal
2,Liberty Technologies,516,C.E.B.G. Santa Isabel ,Panamá,Chepo,San Cristóbal de Chepo,44,Normal
2,Liberty Technologies,517,COL. VENANCIO FENOSA PASCUAL,Panamá,Chepo,San Cristóbal de Chepo,64,Normal
2,Liberty Technologies,518,Colegio Venacio F. Pascual,Panamá,Chepo,San Cristóbal de Chepo,6,Normal
2,Liberty Technologies,520,Esc. PIRIATI-EMBERA,Panamá,Chepo,San Cristóbal de Chepo,129,Normal
2,Liberty Technologies,521,Esc. José G. Duque,Panamá,Chepo,San Cristóbal de Chepo,37,Normal
2,Liberty Technologies,522,Esc. Tierra Prometida,Panamá,Chepo,San Cristóbal de Chepo,264,Normal
2,Liberty Technologies,523,Esc. Unión de Azuero,Panamá,Chepo,San Cristóbal de Chepo,71,Normal
2,Liberty Technologies,524,Hospital Regional de Chepo,Panamá,Chepo,San Cristóbal de Chepo,154,Normal
2,Liberty Technologies,525,I. P. T. México - Panamá,Panamá,Chepo,San Cristóbal de Chepo,143,Normal
2,Liberty Technologies,526,INADEH Chepo,Panamá,Chepo,San Cristóbal de Chepo,0,Normal
2,Liberty Technologies,527,Palacio Municipal Francisco de Leon,Panamá,Chepo,San Cristóbal de Chepo,52,Normal
2,Liberty Technologies,529,Terminal de Transporte Chepo,Panamá,Chepo,San Cristóbal de Chepo,94,Normal
2,Liberty Technologies,530,Universidad de Panamá - Regional Panamá Este,Panamá,Chepo,San Cristóbal de Chepo,38,Normal
2,Liberty Technologies,532,Centro de Salud Tortí,Panamá,Chepo,Tortí,157,Normal
2,Liberty Technologies,533,Centro Educativo de Tortí,Panamá,Chepo,Tortí,73,Normal
2,Liberty Technologies,534,Esc. Curtí,Panamá,Chepo,Tortí,294,Normal
2,Liberty Technologies,535,Esc. Ipetí Chocó,Panamá,Chepo,Tortí,657,Fuerza Mayor
2,Liberty Technologies,536,Esc. Loma Bonita,Panamá,Chepo,Tortí,338,Normal
2,Liberty Technologies,537,Esc. María Elena Díaz,Panamá,Chepo,Tortí,545,Normal
2,Liberty Technologies,538,Esc. Nuevo Panamá,Panamá,Chepo,Tortí,319,Normal
2,Liberty Technologies,539,Esc. Palmas Bellas,Panamá,Chepo,Tortí,407,Normal
2,Liberty Technologies,540,Esc. Playa Chuzo Afuera,Panamá,Chepo,Tortí,487,Normal
2,Liberty Technologies,541,Esc. Quebrada Cali,Panamá,Chepo,Tortí,349,Normal
2,Liberty Technologies,542,Esc. San Francisco de Piriatí,Panamá,Chepo,Tortí,266,Normal
2,Liberty Technologies,543,Esc. San José de Cañazas,Panamá,Chepo,Tortí,106,Normal
2,Liberty Technologies,544,Esc. Sta. Rosa de Lima,Panamá,Chepo,Tortí,248,Normal
2,Liberty Technologies,547,Area frente a la Autoridad de los Servicios Publicos - 24 de Diciembre,Panamá,Panamá,24 de Diciembre,72,Normal
2,Liberty Technologies,548,Area frente a la Autoridad Nacional de Aduanas (departamento Fiscalización),Panamá,Panamá,24 de Diciembre,269,Normal
2,Liberty Technologies,549,C.E.B.G. La Siesta,Panamá,Panamá,24 de Diciembre,163,Normal
2,Liberty Technologies,550,C.E.B.G. Vista Hermosa,Panamá,Panamá,24 de Diciembre,166,Normal
2,Liberty Technologies,551,Centro de Salud Chase Kiwanis 24 de Diciembre,Panamá,Panamá,24 de Diciembre,79,Normal
2,Liberty Technologies,552,Centro Educativo Facil de Aprender,Panamá,Panamá,24 de Diciembre,171,Normal
2,Liberty Technologies,553,Esc. CERRO AZUL,Panamá,Panamá,24 de Diciembre,0,Normal
2,Liberty Technologies,554,Esc. Primaria Sta. Maria de los Angeles,Panamá,Panamá,24 de Diciembre,82,Normal
2,Liberty Technologies,555,Esc. UNION CENTROAMERICANA,Panamá,Panamá,24 de Diciembre,485,Normal
2,Liberty Technologies,556,Esc. 24 de Diciembre,Panamá,Panamá,24 de Diciembre,264,Normal
2,Liberty Technologies,558,Esc. Juan E. Jiménez,Panamá,Panamá,24 de Diciembre,4,Normal
2,Liberty Technologies,559,Junta Comunal 24 de Diciembre,Panamá,Panamá,24 de Diciembre,219,Normal
2,Liberty Technologies,560,Municipio 24 de Diciembre,Panamá,Panamá,24 de Diciembre,128,Fuerza Mayor
2,Liberty Technologies,561,Policia Nacional 24 de Diciembre,Panamá,Panamá,24 de Diciembre,65,Normal
2,Liberty Technologies,562,C.E.B.G. Melchor Lasso de La Vega,Panamá,Panamá,Alcalde Díaz,213,Normal
2,Liberty Technologies,563,Esc. La Cabima,Panamá,Panamá,Alcalde Díaz,52,Normal
2,Liberty Technologies,564,Esc. María Henríquez,Panamá,Panamá,Alcalde Díaz,128,Normal
2,Liberty Technologies,565,Esc. Nicole Garay,Panamá,Panamá,Alcalde Díaz,428,Normal
2,Liberty Technologies,566,Esc. Unión Panamericana,Panamá,Panamá,Alcalde Díaz,69,Normal
2,Liberty Technologies,567,Junta Comunal de Alcalde Díaz,Panamá,Panamá,Alcalde Díaz,73,Normal
2,Liberty Technologies,568,Esc. Kuna Nega,Panamá,Panamá,Ancón,890,Normal
2,Liberty Technologies,569,Inst. Bolivar,Panamá,Panamá,Ancón,9,Normal
2,Liberty Technologies,570,Mi Pueblito,Panamá,Panamá,Ancón,15,Normal
2,Liberty Technologies,571,Hospital del Niño,Panamá,Panamá,Bella Vista,447,Normal
2,Liberty Technologies,572,P.C. Panamá,Panamá,Panamá,Bella Vista,0,Normal
2,Liberty Technologies,573,Corregiduria Municipal,Panamá,Panamá,Betania,15,Normal
2,Liberty Technologies,574,Esc. El Japón,Panamá,Panamá,Betania,12,Normal
2,Liberty Technologies,575,Esc. José A. Arango,Panamá,Panamá,Betania,16,Normal
2,Liberty Technologies,576,Esc. Octavio Méndez Pereira,Panamá,Panamá,Betania,58,Normal
2,Liberty Technologies,577,Esc. Santa Familia,Panamá,Panamá,Betania,0,Normal
2,Liberty Technologies,578,Inst. América,Panamá,Panamá,Betania,0,Normal
2,Liberty Technologies,580,IPT de Comercio,Panamá,Panamá,Betania,0,Normal
2,Liberty Technologies,581,Policlinica Alejandro de la Guardia,Panamá,Panamá,Betania,157,Normal
2,Liberty Technologies,582,C.E.B.G. Presidente Roosevelt,Panamá,Panamá,Chilibre,118,Normal
2,Liberty Technologies,583,C.E.B.G. MARIA LA TORRE,Panamá,Panamá,Chilibre,313,Normal
2,Liberty Technologies,584,C.E.B.G. NUEVO CAIMITILLO,Panamá,Panamá,Chilibre,914,Normal
2,Liberty Technologies,586,Centro de Salud de Chilibre,Panamá,Panamá,Chilibre,285,Normal
2,Liberty Technologies,587,Esc. DOMINGO ROMERO,Panamá,Panamá,Chilibre,227,Normal
2,Liberty Technologies,588,Esc. EL ÑAJU,Panamá,Panamá,Chilibre,1075,Normal
2,Liberty Technologies,589,Esc. Don Bosco Rural,Panamá,Panamá,Chilibre,772,Normal
2,Liberty Technologies,590,Esc. John F. Kennedy,Panamá,Panamá,Chilibre,259,Normal
2,Liberty Technologies,592,Esc. Santos Jorge A.,Panamá,Panamá,Chilibre,21,Normal
2,Liberty Technologies,593,Esc. Tomás Arias,Panamá,Panamá,Chilibre,109,Normal
2,Liberty Technologies,594,Esc. Villa Unida,Panamá,Panamá,Chilibre,430,Normal
2,Liberty Technologies,595,I.P.T. Chilibre,Panamá,Panamá,Chilibre,2,Fuerza Mayor
2,Liberty Technologies,596,Policía Nacional de Chilibre (María Eugenia),Panamá,Panamá,Chilibre,209,Normal
2,Liberty Technologies,597,Area frente a Sinaproc - Base Curundú,Panamá,Panamá,Curundú,165,Normal
2,Liberty Technologies,598,Biblioteca del Fe y Alegria,Panamá,Panamá,Curundú,74,Normal
2,Liberty Technologies,600,Centro de salud Curundu,Panamá,Panamá,Curundú,261,Normal
2,Liberty Technologies,601,Esc. Artes y Oficios (Melchor Lasso de la Vega),Panamá,Panamá,Curundú,0,Normal
2,Liberty Technologies,602,Esc. Artes y Oficios (Melchor Lasso de la Vega) 2,Panamá,Panamá,Curundú,5,Normal
2,Liberty Technologies,603,Esc. Republica de Jamaica,Panamá,Panamá,Curundú,226,Normal
2,Liberty Technologies,604,Proyecto Curundú Torre 1 Edificio A,Panamá,Panamá,Curundú,423,Normal
2,Liberty Technologies,605,Proyecto Curundú Torre 1 Edificio B,Panamá,Panamá,Curundú,422,Normal
2,Liberty Technologies,607,Proyecto Curundú Torre 10 Edificio A,Panamá,Panamá,Curundú,119,Fuerza Mayor
2,Liberty Technologies,608,Proyecto Curundú Torre 10 Edificio B,Panamá,Panamá,Curundú,295,Fuerza Mayor
2,Liberty Technologies,609,Proyecto Curundú Torre 10 Edificio C,Panamá,Panamá,Curundú,140,Fuerza Mayor
2,Liberty Technologies,612,Proyecto Curundú Torre 12 Edificio A,Panamá,Panamá,Curundú,113,Fuerza Mayor
2,Liberty Technologies,613,Proyecto Curundú Torre 12 Edificio B,Panamá,Panamá,Curundú,255,Normal
2,Liberty Technologies,615,Proyecto Curundú Torre 13 Edificio A,Panamá,Panamá,Curundú,498,Normal
2,Liberty Technologies,616,Proyecto Curundú Torre 13 Edificio B,Panamá,Panamá,Curundú,316,Normal
2,Liberty Technologies,623,Proyecto Curundú Torre 17 Edificio A,Panamá,Panamá,Curundú,287,Normal
2,Liberty Technologies,624,Proyecto Curundú Torre 17 Edificio B,Panamá,Panamá,Curundú,776,Fuerza Mayor
2,Liberty Technologies,625,Proyecto Curundú Torre 18 Edificio A,Panamá,Panamá,Curundú,0,Fuerza Mayor
2,Liberty Technologies,626,Proyecto Curundú Torre 18 Edificio B,Panamá,Panamá,Curundú,307,Normal
2,Liberty Technologies,627,Proyecto Curundú Torre 18 Edificio C,Panamá,Panamá,Curundú,343,Normal
2,Liberty Technologies,628,Proyecto Curundú Torre 19 Edificio A,Panamá,Panamá,Curundú,259,Normal
2,Liberty Technologies,629,Proyecto Curundú Torre 19 Edificio B,Panamá,Panamá,Curundú,542,Normal
2,Liberty Technologies,630,Proyecto Curundú Torre 19 Edificio C,Panamá,Panamá,Curundú,477,Normal
2,Liberty Technologies,631,Proyecto Curundú Torre 2 Edificio A,Panamá,Panamá,Curundú,101,Fuerza Mayor
2,Liberty Technologies,632,Proyecto Curundú Torre 2 Edificio B,Panamá,Panamá,Curundú,209,Fuerza Mayor
2,Liberty Technologies,633,Proyecto Curundú Torre 2 Edificio C,Panamá,Panamá,Curundú,193,Fuerza Mayor
2,Liberty Technologies,634,Proyecto Curundú Torre 20 Edificio A,Panamá,Panamá,Curundú,159,Fuerza Mayor
2,Liberty Technologies,635,Proyecto Curundú Torre 20 Edificio B,Panamá,Panamá,Curundú,216,Fuerza Mayor
2,Liberty Technologies,636,Proyecto Curundú Torre 21 Edificio A,Panamá,Panamá,Curundú,736,Normal
2,Liberty Technologies,637,Proyecto Curundú Torre 21 Edificio B,Panamá,Panamá,Curundú,233,Normal
2,Liberty Technologies,638,Proyecto Curundú Torre 21 Edificio C,Panamá,Panamá,Curundú,372,Normal
